epoch,accuracy,loss,top5_accuracy,val_accuracy,val_loss,val_top5_accuracy
0,0.11874999850988388,3.3497376441955566,0.39375001192092896,0.1818181872367859,2.304244041442871,0.6590909361839294
1,0.109375,2.869021415710449,0.4593749940395355,0.15909090638160706,2.6794071197509766,0.5227272510528564
2,0.12812499701976776,2.58288311958313,0.4906249940395355,0.13636364042758942,2.8572428226470947,0.5681818127632141
3,0.15312500298023224,2.4318981170654297,0.5625,0.11363636702299118,2.7874910831451416,0.5681818127632141
4,0.14687499403953552,2.3459792137145996,0.606249988079071,0.09090909361839294,2.644801378250122,0.5227272510528564
5,0.15312500298023224,2.266028881072998,0.65625,0.09090909361839294,2.537627696990967,0.47727271914482117
6,0.18125000596046448,2.221686363220215,0.690625011920929,0.06818182021379471,2.4820852279663086,0.5454545617103577
7,0.18125000596046448,2.2094507217407227,0.721875011920929,0.06818182021379471,2.4365434646606445,0.5227272510528564
8,0.17812499403953552,2.1807425022125244,0.715624988079071,0.09090909361839294,2.389853000640869,0.5454545617103577
9,0.171875,2.196226119995117,0.6937500238418579,0.11363636702299118,2.3320157527923584,0.6136363744735718
10,0.19687500596046448,2.14670991897583,0.737500011920929,0.06818182021379471,2.307542324066162,0.6363636255264282
11,0.20937499403953552,2.171480178833008,0.706250011920929,0.06818182021379471,2.2990262508392334,0.6590909361839294
12,0.19062499701976776,2.1666464805603027,0.7124999761581421,0.09090909361839294,2.2853012084960938,0.6818181872367859
13,0.19687500596046448,2.1567656993865967,0.706250011920929,0.09090909361839294,2.254854440689087,0.7045454382896423
14,0.14687499403953552,2.1689205169677734,0.7250000238418579,0.09090909361839294,2.2378852367401123,0.6818181872367859
15,0.20624999701976776,2.1387102603912354,0.71875,0.15909090638160706,2.224259376525879,0.6818181872367859
16,0.17499999701976776,2.152437686920166,0.731249988079071,0.22727273404598236,2.2036588191986084,0.75
17,0.19062499701976776,2.143277645111084,0.7406250238418579,0.15909090638160706,2.203119993209839,0.75
18,0.1875,2.13388729095459,0.746874988079071,0.13636364042758942,2.199618101119995,0.75
19,0.19374999403953552,2.136573076248169,0.75,0.1818181872367859,2.1968719959259033,0.7954545617103577
20,0.203125,2.1046786308288574,0.8031250238418579,0.1818181872367859,2.184847354888916,0.8181818127632141
21,0.23125000298023224,2.1157894134521484,0.768750011920929,0.1818181872367859,2.172750949859619,0.7727272510528564
22,0.20937499403953552,2.1271169185638428,0.734375,0.1818181872367859,2.1699750423431396,0.8409090638160706
23,0.21250000596046448,2.099921464920044,0.768750011920929,0.1818181872367859,2.1598315238952637,0.8409090638160706
24,0.21875,2.0892281532287598,0.765625,0.20454545319080353,2.1551249027252197,0.8409090638160706
25,0.24375000596046448,2.082216739654541,0.78125,0.22727273404598236,2.1615054607391357,0.7954545617103577
26,0.22187499701976776,2.0815982818603516,0.7718750238418579,0.22727273404598236,2.158796548843384,0.7954545617103577
27,0.2562499940395355,2.076899290084839,0.7875000238418579,0.22727273404598236,2.1499764919281006,0.7954545617103577
28,0.20624999701976776,2.1003799438476562,0.768750011920929,0.22727273404598236,2.1475894451141357,0.7954545617103577
29,0.234375,2.0601258277893066,0.800000011920929,0.22727273404598236,2.1468863487243652,0.7954545617103577
30,0.22812500596046448,2.071444511413574,0.7906249761581421,0.22727273404598236,2.144402503967285,0.7727272510528564
31,0.23749999701976776,2.0737743377685547,0.7718750238418579,0.22727273404598236,2.141181230545044,0.7727272510528564
32,0.20937499403953552,2.059978723526001,0.78125,0.22727273404598236,2.1373677253723145,0.7954545617103577
33,0.24375000596046448,2.039034366607666,0.793749988079071,0.22727273404598236,2.139476776123047,0.7954545617103577
34,0.24062499403953552,2.0611767768859863,0.7749999761581421,0.22727273404598236,2.1395106315612793,0.7954545617103577
35,0.2718749940395355,2.020752429962158,0.824999988079071,0.22727273404598236,2.138033151626587,0.7954545617103577
36,0.21562500298023224,2.0540566444396973,0.8125,0.22727273404598236,2.1382691860198975,0.7954545617103577
37,0.23125000298023224,2.0443313121795654,0.8062499761581421,0.22727273404598236,2.1356821060180664,0.7954545617103577
38,0.24687500298023224,2.02036190032959,0.8374999761581421,0.22727273404598236,2.133664846420288,0.7954545617103577
39,0.25,2.0337252616882324,0.800000011920929,0.22727273404598236,2.1344985961914062,0.7954545617103577
40,0.23749999701976776,2.0423266887664795,0.8031250238418579,0.22727273404598236,2.1324362754821777,0.7954545617103577
41,0.24687500298023224,2.027456760406494,0.815625011920929,0.25,2.1307477951049805,0.7727272510528564
42,0.24062499403953552,2.054945707321167,0.793749988079071,0.25,2.1302225589752197,0.7727272510528564
43,0.24687500298023224,2.000868082046509,0.8374999761581421,0.25,2.1294689178466797,0.7727272510528564
44,0.20000000298023224,2.061286211013794,0.815625011920929,0.27272728085517883,2.1290760040283203,0.7954545617103577
45,0.234375,2.045494318008423,0.8343750238418579,0.27272728085517883,2.1287479400634766,0.7954545617103577
46,0.234375,2.024282932281494,0.831250011920929,0.27272728085517883,2.128553628921509,0.7954545617103577
47,0.21875,2.0281670093536377,0.815625011920929,0.27272728085517883,2.1283888816833496,0.7954545617103577
48,0.20624999701976776,2.0381343364715576,0.8031250238418579,0.27272728085517883,2.128289222717285,0.7727272510528564
49,0.22499999403953552,2.0519943237304688,0.7875000238418579,0.27272728085517883,2.128108263015747,0.7727272510528564
